,MATCHUP,PTS,FG%,3P%,FT%,OREB,DREB,AST,STL,BLK,TOV,PF
668,DEN @ ATL,-5.0,0.29999999999999716,-11.799999999999997,5.399999999999999,6.0,10.0,2.0,-5.0,2.0,7.0,7.0
669,ATL vs. DEN,5.0,-0.29999999999999716,11.799999999999997,-5.399999999999999,-6.0,-10.0,-2.0,5.0,-2.0,-7.0,-7.0
670,MEM @ PHI,26.0,17.0,0.5999999999999979,24.500000000000007,-7.0,6.0,11.0,1.0,1.0,0.0,0.0
671,PHI vs. MEM,-26.0,-17.0,-0.5999999999999979,-24.500000000000007,7.0,-6.0,-11.0,-1.0,-1.0,0.0,0.0
672,BKN @ WAS,-7.0,1.1000000000000014,21.599999999999998,-15.799999999999997,-5.0,1.0,-1.0,3.0,-5.0,0.0,11.0
673,WAS vs. BKN,7.0,-1.1000000000000014,-21.599999999999998,15.799999999999997,5.0,-1.0,1.0,-3.0,5.0,0.0,-11.0
674,MIL @ NYK,-21.0,-12.099999999999994,0.0,-8.0,2.0,-11.0,3.0,3.0,-6.0,-1.0,-2.0
675,NYK vs. MIL,21.0,12.099999999999994,0.0,8.0,-2.0,11.0,-3.0,-3.0,6.0,1.0,2.0
676,WAS @ ORL,4.0,-4.299999999999997,15.5,-0.7000000000000028,2.0,4.0,-2.0,-1.0,-2.0,-3.0,-10.0
677,ORL vs. WAS,-4.0,4.299999999999997,-15.5,0.7000000000000028,-2.0,-4.0,2.0,1.0,2.0,3.0,10.0
678,LAL @ SAS,-34.0,-14.899999999999999,-29.1,-0.9000000000000057,-10.0,-17.0,-13.0,2.0,-1.0,-6.0,-4.0
679,SAS vs. LAL,34.0,14.899999999999999,29.1,0.9000000000000057,10.0,17.0,13.0,-2.0,1.0,6.0,4.0
680,CLE @ GSW,9.0,3.299999999999997,7.600000000000001,3.799999999999997,-1.0,0.0,-4.0,5.0,-2.0,-6.0,4.0
681,GSW vs. CLE,-9.0,-3.299999999999997,-7.600000000000001,-3.799999999999997,1.0,0.0,4.0,-5.0,2.0,6.0,-4.0
682,DEN @ MIA,18.0,4.899999999999999,-1.8999999999999986,5.200000000000003,4.0,2.0,3.0,4.0,0.0,5.0,6.0
683,MIN @ CHA,-18.0,-4.899999999999999,1.8999999999999986,-5.200000000000003,-4.0,-2.0,-3.0,-4.0,0.0,-5.0,-6.0
684,PHX @ BOS,7.0,11.600000000000001,4.899999999999999,-20.5,-10.0,5.0,-3.0,1.0,1.0,2.0,-3.0
685,BOS vs. PHX,-7.0,-11.600000000000001,-4.899999999999999,20.5,10.0,-5.0,3.0,-1.0,-1.0,-2.0,3.0
686,MEM @ TOR,-13.0,-6.100000000000001,-27.9,-15.099999999999994,4.0,-5.0,-7.0,-2.0,5.0,0.0,-5.0
687,TOR vs. MEM,13.0,6.100000000000001,27.9,15.099999999999994,-4.0,5.0,7.0,2.0,-5.0,0.0,5.0
688,LAC @ UTA,9.0,3.200000000000003,-10.899999999999999,-11.900000000000006,-3.0,-4.0,2.0,5.0,0.0,-5.0,-1.0
689,UTA vs. LAC,-9.0,-3.200000000000003,10.899999999999999,11.900000000000006,3.0,4.0,-2.0,-5.0,0.0,5.0,1.0
690,POR @ NOP,8.0,1.0,15.099999999999998,-7.900000000000006,-2.0,-5.0,1.0,-3.0,3.0,6.0,-3.0
691,NOP vs. POR,-8.0,-1.0,-15.099999999999998,7.900000000000006,2.0,5.0,-1.0,3.0,-3.0,-6.0,3.0
692,IND @ PHI,14.0,15.700000000000003,23.7,-6.399999999999999,-5.0,-3.0,13.0,-1.0,7.0,5.0,1.0
693,PHX @ BOS,-14.0,-15.700000000000003,-23.7,6.399999999999999,5.0,3.0,-13.0,1.0,-7.0,-5.0,-1.0
694,MIN @ CHA,-12.0,-5.699999999999996,-2.1000000000000014,16.700000000000003,-9.0,-10.0,-5.0,3.0,-4.0,-5.0,-4.0
695,CHA vs. MIN,12.0,5.699999999999996,2.1000000000000014,-16.700000000000003,9.0,10.0,5.0,-3.0,4.0,5.0,4.0
696,IND @ PHI,7.0,19.300000000000004,12.099999999999998,-25.300000000000004,-5.0,14.0,2.0,-6.0,10.0,11.0,-1.0
697,PHI vs. IND,-7.0,-19.300000000000004,-12.099999999999998,25.300000000000004,5.0,-14.0,-2.0,6.0,-10.0,-11.0,1.0
698,DEN @ MIA,4.0,-4.299999999999997,8.900000000000002,10.0,2.0,4.0,3.0,5.0,-3.0,-3.0,2.0
699,MIA vs. DEN,-4.0,4.299999999999997,-8.900000000000002,-10.0,-2.0,-4.0,-3.0,-5.0,3.0,3.0,-2.0
700,LAL @ OKC,-29.0,-11.200000000000003,4.800000000000004,-33.3,-1.0,-22.0,-1.0,-3.0,-6.0,-3.0,-8.0
701,OKC vs. LAL,29.0,11.200000000000003,-4.800000000000004,33.3,1.0,22.0,1.0,3.0,6.0,3.0,8.0
702,MIL @ ATL,-5.0,-7.0,-28.999999999999996,-8.099999999999994,9.0,-7.0,1.0,10.0,-3.0,-9.0,-1.0
703,ATL vs. MIL,5.0,7.0,28.999999999999996,8.099999999999994,-9.0,7.0,-1.0,-10.0,3.0,9.0,1.0
704,HOU @ CHI,-24.0,-14.600000000000001,-39.099999999999994,-8.099999999999994,9.0,1.0,-19.0,-5.0,1.0,9.0,-3.0
705,CHI vs. HOU,24.0,14.600000000000001,39.099999999999994,8.099999999999994,-9.0,-1.0,19.0,5.0,-1.0,-9.0,3.0
706,CLE @ PHX,9.0,3.6000000000000014,22.2,22.4,1.0,14.0,0.0,-5.0,0.0,6.0,0.0
707,PHX vs. CLE,-9.0,-3.6000000000000014,-22.2,-22.4,-1.0,-14.0,0.0,5.0,0.0,-6.0,0.0
708,SAC @ PHI,14.0,2.6000000000000014,11.099999999999998,20.9,0.0,12.0,1.0,1.0,0.0,9.0,4.0
709,PHX vs. CLE,-14.0,-2.6000000000000014,-11.099999999999998,-20.9,0.0,-12.0,-1.0,-1.0,0.0,-9.0,-4.0
710,GSW @ LAC,-13.0,-5.0,-6.299999999999997,1.2000000000000028,-5.0,-8.0,4.0,-1.0,-7.0,2.0,0.0
711,LAC vs. GSW,13.0,5.0,6.299999999999997,-1.2000000000000028,5.0,8.0,-4.0,1.0,7.0,-2.0,0.0
712,DAL @ UTA,7.0,6.100000000000001,42.7,15.5,-6.0,5.0,3.0,-4.0,0.0,2.0,5.0
713,UTA vs. DAL,-7.0,-6.100000000000001,-42.7,-15.5,6.0,-5.0,-3.0,4.0,0.0,-2.0,-5.0
714,DEN @ ORL,8.0,2.700000000000003,8.0,-33.3,5.0,9.0,7.0,-2.0,0.0,6.0,-7.0
715,ORL vs. DEN,-8.0,-2.700000000000003,-8.0,33.3,-5.0,-9.0,-7.0,2.0,0.0,-6.0,7.0
716,NYK @ BOS,24.0,10.5,15.799999999999997,17.900000000000006,-4.0,13.0,5.0,7.0,5.0,-3.0,3.0
717,BOS vs. NYK,-24.0,-10.5,-15.799999999999997,-17.900000000000006,4.0,-13.0,-5.0,-7.0,-5.0,3.0,-3.0
718,BKN @ MIA,1.0,-4.899999999999999,8.100000000000001,7.299999999999997,6.0,-2.0,1.0,5.0,4.0,-2.0,6.0
719,MIA vs. BKN,-1.0,4.899999999999999,-8.100000000000001,-7.299999999999997,-6.0,2.0,-1.0,-5.0,-4.0,2.0,-6.0
720,MEM @ NOP,2.0,1.9000000000000057,0.0,-18.5,3.0,0.0,3.0,-3.0,-1.0,-1.0,-2.0
721,NOP vs. MEM,-2.0,-1.9000000000000057,0.0,18.5,-3.0,0.0,-3.0,3.0,1.0,1.0,2.0
722,POR @ SAS,-13.0,-4.600000000000001,-26.799999999999997,0.5999999999999943,-1.0,-6.0,-8.0,-8.0,0.0,0.0,-4.0
723,SAS vs. POR,13.0,4.600000000000001,26.799999999999997,-0.5999999999999943,1.0,6.0,8.0,8.0,0.0,0.0,4.0
724,DET @ TOR,-14.0,1.6000000000000014,0.8999999999999986,-34.3,-6.0,-9.0,-4.0,-1.0,0.0,0.0,-3.0
725,TOR vs. DET,14.0,-1.6000000000000014,-0.8999999999999986,34.3,6.0,9.0,4.0,1.0,0.0,0.0,3.0
726,CLE @ PHX,12.0,7.600000000000001,15.200000000000003,-4.200000000000003,2.0,11.0,0.0,-1.0,-3.0,-2.0,-10.0
727,PHI vs. SAC,-12.0,-7.600000000000001,-15.200000000000003,4.200000000000003,-2.0,-11.0,0.0,1.0,3.0,2.0,10.0
728,SAC @ PHI,17.0,6.600000000000001,4.100000000000001,-5.700000000000003,1.0,9.0,1.0,5.0,-3.0,1.0,-6.0
729,PHI vs. SAC,-17.0,-6.600000000000001,-4.100000000000001,5.700000000000003,-1.0,-9.0,-1.0,-5.0,3.0,-1.0,6.0
730,POR @ SAS,-25.0,-7.299999999999997,-19.9,-6.700000000000003,2.0,-2.0,-8.0,-9.0,1.0,-9.0,-8.0
731,SAC @ PHI,25.0,7.299999999999997,19.9,6.700000000000003,-2.0,2.0,8.0,9.0,-1.0,9.0,8.0
732,CHA @ WAS,13.0,6.0,-8.2,10.599999999999994,1.0,6.0,-3.0,2.0,-1.0,-4.0,-11.0
733,WAS vs. CHA,-13.0,-6.0,8.2,-10.599999999999994,-1.0,-6.0,3.0,-2.0,1.0,4.0,11.0
734,MIL @ MIN,-11.0,4.5,-6.700000000000003,-11.199999999999996,-5.0,10.0,4.0,-6.0,1.0,8.0,0.0
735,MIN vs. MIL,11.0,-4.5,6.700000000000003,11.199999999999996,5.0,-10.0,-4.0,6.0,-1.0,-8.0,0.0
736,BOS @ IND,-11.0,-19.599999999999994,-9.2,7.299999999999997,12.0,-14.0,-6.0,1.0,-3.0,-6.0,1.0
737,IND vs. BOS,11.0,19.599999999999994,9.2,-7.299999999999997,-12.0,14.0,6.0,-1.0,3.0,6.0,-1.0
738,SAS @ CHI,8.0,7.899999999999999,12.700000000000003,-5.700000000000003,-5.0,4.0,3.0,2.0,-2.0,-3.0,9.0
739,CHI vs. SAS,-8.0,-7.899999999999999,-12.700000000000003,5.700000000000003,5.0,-4.0,-3.0,-2.0,2.0,3.0,-9.0
740,HOU @ OKC,-8.0,-0.7000000000000028,-1.8999999999999986,-11.800000000000011,0.0,-4.0,0.0,2.0,-2.0,0.0,-3.0
741,OKC vs. HOU,8.0,0.7000000000000028,1.8999999999999986,11.800000000000011,0.0,4.0,0.0,-2.0,2.0,0.0,3.0
742,SAC @ DET,-10.0,-3.200000000000003,-18.9,-24.200000000000003,3.0,0.0,-8.0,-3.0,0.0,5.0,-5.0
743,DET vs. SAC,10.0,3.200000000000003,18.9,24.200000000000003,-3.0,0.0,8.0,3.0,0.0,-5.0,5.0
744,MIL @ MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,MIL @ MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,POR @ MEM,-10.0,-15.299999999999997,-8.799999999999997,6.700000000000003,7.0,-8.0,-9.0,-4.0,-2.0,-3.0,3.0
747,MEM vs. POR,10.0,15.299999999999997,8.799999999999997,-6.700000000000003,-7.0,8.0,9.0,4.0,2.0,3.0,-3.0
748,DAL @ GSW,-23.0,-14.699999999999996,-20.2,-17.900000000000006,3.0,-9.0,-8.0,3.0,-3.0,-2.0,-8.0
749,GSW vs. DAL,23.0,14.699999999999996,20.2,17.900000000000006,-3.0,9.0,8.0,-3.0,3.0,2.0,8.0
750,ORL @ MIL,-7.0,2.5,9.5,-21.5,2.0,-1.0,-2.0,1.0,-2.0,6.0,13.0
751,MIL vs. ORL,7.0,-2.5,-9.5,21.5,-2.0,1.0,2.0,-1.0,2.0,-6.0,-13.0
752,WAS @ MIA,-15.0,-4.800000000000004,9.100000000000001,-17.299999999999997,11.0,-3.0,-1.0,-2.0,-1.0,7.0,5.0
753,MIL vs. ORL,15.0,4.800000000000004,-9.100000000000001,17.299999999999997,-11.0,3.0,1.0,2.0,1.0,-7.0,-5.0
754,DEN @ CHA,-7.0,-2.3000000000000043,-19.2,-14.399999999999991,0.0,1.0,-5.0,-4.0,-1.0,3.0,2.0
755,CHA vs. DEN,7.0,2.3000000000000043,19.2,14.399999999999991,0.0,-1.0,5.0,4.0,1.0,-3.0,-2.0
756,TOR @ BKN,-4.0,0.6999999999999957,-28.9,16.5,-1.0,8.0,4.0,-2.0,4.0,-2.0,-5.0
757,BKN vs. TOR,4.0,-0.6999999999999957,28.9,-16.5,1.0,-8.0,-4.0,2.0,-4.0,2.0,5.0
758,PHI @ NYK,-13.0,-3.0999999999999943,-10.600000000000001,7.299999999999997,4.0,3.0,6.0,-1.0,-5.0,5.0,1.0
759,NYK vs. PHI,13.0,3.0999999999999943,10.600000000000001,-7.299999999999997,-4.0,-3.0,-6.0,1.0,5.0,-5.0,-1.0
760,PHX @ LAC,-7.0,-9.200000000000003,6.399999999999999,-2.0,4.0,-10.0,-3.0,0.0,1.0,-5.0,-3.0
761,LAC vs. PHX,7.0,9.200000000000003,-6.399999999999999,2.0,-4.0,10.0,3.0,0.0,-1.0,5.0,3.0
762,ORL @ MIL,-1.0,-2.299999999999997,-8.5,-37.5,3.0,7.0,-3.0,-2.0,-6.0,7.0,11.0
763,MIA vs. WAS,1.0,2.299999999999997,8.5,37.5,-3.0,-7.0,3.0,2.0,6.0,-7.0,-11.0
764,WAS @ MIA,-9.0,-9.600000000000001,-8.899999999999999,-33.3,12.0,5.0,-2.0,-5.0,-5.0,8.0,3.0
765,MIA vs. WAS,9.0,9.600000000000001,8.899999999999999,33.3,-12.0,-5.0,2.0,5.0,5.0,-8.0,-3.0
766,ATL @ UTA,2.0,-0.09999999999999432,-2.8000000000000043,1.9000000000000057,-4.0,-7.0,11.0,-4.0,4.0,-3.0,-8.0
767,UTA vs. ATL,-2.0,0.09999999999999432,2.8000000000000043,-1.9000000000000057,4.0,7.0,-11.0,4.0,-4.0,3.0,8.0
768,DEN @ NOP,-4.0,1.5,-5.300000000000004,4.200000000000003,-6.0,3.0,7.0,0.0,-7.0,3.0,5.0
769,NOP vs. DEN,4.0,-1.5,5.300000000000004,-4.200000000000003,6.0,-3.0,-7.0,0.0,7.0,-3.0,-5.0
770,TOR @ MIN,7.0,5.5,21.5,-0.7999999999999972,-4.0,14.0,-3.0,-6.0,4.0,10.0,2.0
771,MIN vs. TOR,-7.0,-5.5,-21.5,0.7999999999999972,4.0,-14.0,3.0,6.0,-4.0,-10.0,-2.0
772,SAC @ BKN,-15.0,-8.800000000000004,-26.3,-5.399999999999999,19.0,7.0,-14.0,-11.0,3.0,14.0,-6.0
773,BKN vs. SAC,15.0,8.800000000000004,26.3,5.399999999999999,-19.0,-7.0,14.0,11.0,-3.0,-14.0,6.0
774,PHX @ GSW,-6.0,-4.899999999999999,2.1000000000000014,27.4,0.0,6.0,-6.0,-1.0,-2.0,7.0,2.0
775,GSW vs. PHX,6.0,4.899999999999999,-2.1000000000000014,-27.4,0.0,-6.0,6.0,1.0,2.0,-7.0,-2.0
776,IND @ DAL,-11.0,3.3999999999999986,3.799999999999997,-1.2999999999999972,-5.0,4.0,-9.0,-5.0,0.0,10.0,4.0
777,DAL vs. IND,11.0,-3.3999999999999986,-3.799999999999997,1.2999999999999972,5.0,-4.0,9.0,5.0,0.0,-10.0,-4.0
778,TOR @ MIN,23.0,8.200000000000003,23.299999999999997,-21.299999999999997,6.0,0.0,2.0,-5.0,-3.0,2.0,6.0
779,MIA @ CHI,-23.0,-8.200000000000003,-23.299999999999997,21.299999999999997,-6.0,0.0,-2.0,5.0,3.0,-2.0,-6.0
780,OKC @ LAL,-4.0,-4.899999999999999,-7.600000000000001,-16.599999999999994,18.0,5.0,-5.0,4.0,-4.0,1.0,14.0
781,LAL vs. OKC,4.0,4.899999999999999,7.600000000000001,16.599999999999994,-18.0,-5.0,5.0,-4.0,4.0,-1.0,-14.0
782,POR @ HOU,-5.0,-2.1000000000000014,5.0,5.5,9.0,-1.0,11.0,-8.0,5.0,7.0,7.0
783,HOU vs. POR,5.0,2.1000000000000014,-5.0,-5.5,-9.0,1.0,-11.0,8.0,-5.0,-7.0,-7.0
784,DET @ BOS,-7.0,-2.0,-5.599999999999998,2.5,7.0,8.0,-21.0,-5.0,-1.0,11.0,-7.0
785,BOS vs. DET,7.0,2.0,5.599999999999998,-2.5,-7.0,-8.0,21.0,5.0,1.0,-11.0,7.0
786,MIA @ CHI,-7.0,-1.7000000000000028,-1.7999999999999972,24.900000000000006,-7.0,2.0,-5.0,-3.0,2.0,5.0,3.0
787,CHI vs. MIA,7.0,1.7000000000000028,1.7999999999999972,-24.900000000000006,7.0,-2.0,5.0,3.0,-2.0,-5.0,-3.0
788,WAS @ MIL,7.0,9.0,28.6,-32.8,-6.0,-1.0,11.0,-3.0,3.0,2.0,1.0
789,MIL vs. WAS,-7.0,-9.0,-28.6,32.8,6.0,1.0,-11.0,3.0,-3.0,-2.0,-1.0
790,CHA @ MEM,-22.0,-10.800000000000004,-29.999999999999996,-1.2999999999999972,2.0,-13.0,-5.0,1.0,2.0,-1.0,3.0
791,MEM vs. CHA,22.0,10.800000000000004,29.999999999999996,1.2999999999999972,-2.0,13.0,5.0,-1.0,-2.0,1.0,-3.0
792,ATL @ LAC,-1.0,-3.200000000000003,11.099999999999998,1.9000000000000057,-5.0,-1.0,3.0,6.0,-3.0,-3.0,-1.0
793,LAC vs. ATL,1.0,3.200000000000003,-11.099999999999998,-1.9000000000000057,5.0,1.0,-3.0,-6.0,3.0,3.0,1.0
794,ORL @ SAS,-9.0,-5.200000000000003,-6.100000000000001,2.200000000000003,4.0,-3.0,-2.0,4.0,-4.0,-4.0,11.0
795,SAS vs. ORL,9.0,5.200000000000003,6.100000000000001,-2.200000000000003,-4.0,3.0,2.0,-4.0,4.0,4.0,-11.0
796,NYK @ CLE,10.0,1.8000000000000043,6.100000000000001,-15.0,4.0,8.0,5.0,-1.0,4.0,3.0,-1.0
797,CLE vs. NYK,-10.0,-1.8000000000000043,-6.100000000000001,15.0,-4.0,-8.0,-5.0,1.0,-4.0,-3.0,1.0
798,UTA @ PHI,12.0,-1.1000000000000014,20.8,-3.5999999999999943,8.0,1.0,3.0,-4.0,-1.0,1.0,3.0
799,PHI vs. UTA,-12.0,1.1000000000000014,-20.8,3.5999999999999943,-8.0,-1.0,-3.0,4.0,1.0,-1.0,-3.0
800,DET @ MIN,-13.0,-4.700000000000003,0.8000000000000007,-8.799999999999997,5.0,0.0,-8.0,-1.0,1.0,2.0,4.0
801,MIN vs. DET,13.0,4.700000000000003,-0.8000000000000007,8.799999999999997,-5.0,0.0,8.0,1.0,-1.0,-2.0,-4.0
802,MIL @ NOP,-8.0,-5.100000000000001,-15.0,-11.0,5.0,-2.0,-7.0,-1.0,-3.0,0.0,-4.0
803,NOP vs. MIL,8.0,5.100000000000001,15.0,11.0,-5.0,2.0,7.0,1.0,3.0,0.0,4.0
804,POR @ DAL,-5.0,-1.0,-3.900000000000002,-2.0999999999999943,5.0,6.0,0.0,-5.0,2.0,10.0,7.0
805,DAL vs. POR,5.0,1.0,3.900000000000002,2.0999999999999943,-5.0,-6.0,0.0,5.0,-2.0,-10.0,-7.0
806,ATL @ GSW,-14.0,-8.5,-8.100000000000001,5.3999999999999915,-1.0,-7.0,-2.0,-5.0,-2.0,1.0,5.0
807,GSW vs. ATL,14.0,8.5,8.100000000000001,-5.3999999999999915,1.0,7.0,2.0,5.0,2.0,-1.0,-5.0
808,MEM @ CHI,8.0,3.6000000000000014,47.1,-37.300000000000004,5.0,2.0,3.0,5.0,4.0,0.0,-3.0
809,CHI vs. MEM,-8.0,-3.6000000000000014,-47.1,37.300000000000004,-5.0,-2.0,-3.0,-5.0,-4.0,0.0,3.0
810,CLE @ CHA,15.0,1.7000000000000028,2.200000000000001,-17.900000000000006,9.0,-6.0,0.0,3.0,-1.0,0.0,0.0
811,CHI vs. MEM,-15.0,-1.7000000000000028,-2.200000000000001,17.900000000000006,-9.0,6.0,0.0,-3.0,1.0,0.0,0.0
812,IND @ HOU,-26.0,-6.700000000000003,-2.6000000000000014,-2.700000000000003,1.0,0.0,-4.0,-1.0,2.0,5.0,7.0
813,HOU vs. IND,26.0,6.700000000000003,2.6000000000000014,2.700000000000003,-1.0,0.0,4.0,1.0,-2.0,-5.0,-7.0
814,MEM @ CHI,-16.0,-1.8999999999999986,31.5,-35.300000000000004,3.0,5.0,-7.0,3.0,-4.0,1.0,-1.0
815,CHA vs. CLE,16.0,1.8999999999999986,-31.5,35.300000000000004,-3.0,-5.0,7.0,-3.0,4.0,-1.0,1.0
816,CLE @ CHA,-9.0,-3.799999999999997,-13.399999999999999,-15.900000000000006,7.0,-3.0,-10.0,1.0,-9.0,1.0,2.0
817,CHA vs. CLE,9.0,3.799999999999997,13.399999999999999,15.900000000000006,-7.0,3.0,10.0,-1.0,9.0,-1.0,-2.0
818,SAC @ TOR,-12.0,-4.899999999999999,-21.3,-15.5,3.0,-1.0,-7.0,0.0,-4.0,5.0,-6.0
819,TOR vs. SAC,12.0,4.899999999999999,21.3,15.5,-3.0,1.0,7.0,0.0,4.0,-5.0,6.0
820,LAL @ DEN,-8.0,-8.100000000000001,-13.899999999999999,22.9,5.0,-1.0,-6.0,0.0,2.0,2.0,-3.0
821,DEN vs. LAL,8.0,8.100000000000001,13.899999999999999,-22.9,-5.0,1.0,6.0,0.0,-2.0,-2.0,3.0
822,BKN @ BOS,-7.0,-8.0,-24.8,3.799999999999997,-3.0,-20.0,-6.0,1.0,2.0,-11.0,-8.0
823,BOS vs. BKN,7.0,8.0,24.8,-3.799999999999997,3.0,20.0,6.0,-1.0,-2.0,11.0,8.0
824,DET @ MIN,-3.0,-4.5,5.800000000000001,-6.0,3.0,7.0,-7.0,3.0,-2.0,3.0,1.0
825,MIL @ NOP,3.0,4.5,-5.800000000000001,6.0,-3.0,-7.0,7.0,-3.0,2.0,-3.0,-1.0
826,LAL @ DEN,25.0,6.0,13.599999999999998,10.0,-7.0,-1.0,13.0,2.0,2.0,2.0,-2.0
827,DET @ MIN,-25.0,-6.0,-13.599999999999998,-10.0,7.0,1.0,-13.0,-2.0,-2.0,-2.0,2.0
828,UTA @ NYK,-27.0,-8.299999999999997,-16.500000000000004,8.299999999999997,4.0,8.0,-11.0,-5.0,-4.0,12.0,-3.0
829,NYK vs. UTA,27.0,8.299999999999997,16.500000000000004,-8.299999999999997,-4.0,-8.0,11.0,5.0,4.0,-12.0,3.0
830,OKC @ PHX,-6.0,-2.5,-16.200000000000003,25.599999999999994,-4.0,-7.0,0.0,1.0,2.0,-5.0,3.0
831,PHX vs. OKC,6.0,2.5,16.200000000000003,-25.599999999999994,4.0,7.0,0.0,-1.0,-2.0,5.0,-3.0
832,MIA @ SAS,-24.0,-7.600000000000001,-8.3,-1.2999999999999972,0.0,-9.0,-5.0,1.0,-1.0,3.0,5.0
833,SAS vs. MIA,24.0,7.600000000000001,8.3,1.2999999999999972,0.0,9.0,5.0,-1.0,1.0,-3.0,-5.0
834,LAC @ LAL,48.0,15.799999999999997,19.500000000000004,3.5,12.0,19.0,8.0,7.0,3.0,-5.0,5.0
835,LAL vs. LAC,-48.0,-15.799999999999997,-19.500000000000004,-3.5,-12.0,-19.0,-8.0,-7.0,-3.0,5.0,-5.0
836,LAC @ LAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,LAC @ LAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,HOU @ ORL,12.0,3.5999999999999943,5.900000000000002,-20.799999999999997,5.0,10.0,-2.0,-6.0,-2.0,4.0,-11.0
839,ORL vs. HOU,-12.0,-3.5999999999999943,-5.900000000000002,20.799999999999997,-5.0,-10.0,2.0,6.0,2.0,-4.0,11.0
840,UTA @ WAS,-13.0,-9.399999999999999,-5.200000000000003,-40.9,4.0,-7.0,-8.0,-5.0,3.0,1.0,-5.0
841,WAS vs. UTA,13.0,9.399999999999999,5.200000000000003,40.9,-4.0,7.0,8.0,5.0,-3.0,-1.0,5.0
842,MEM @ BKN,-9.0,-8.399999999999999,-17.700000000000003,-12.299999999999997,10.0,-3.0,-5.0,-1.0,-2.0,2.0,-13.0
843,BKN vs. MEM,9.0,8.399999999999999,17.700000000000003,12.299999999999997,-10.0,3.0,5.0,1.0,2.0,-2.0,13.0
844,DAL @ DEN,16.0,8.100000000000001,26.8,17.599999999999994,0.0,1.0,-1.0,1.0,-2.0,8.0,15.0
845,DET vs. CHI,-16.0,-8.100000000000001,-26.8,-17.599999999999994,0.0,-1.0,1.0,-1.0,2.0,-8.0,-15.0
846,CHI @ DET,11.0,9.0,8.100000000000001,0.0,0.0,11.0,1.0,0.0,-2.0,6.0,4.0
847,DET vs. CHI,-11.0,-9.0,-8.100000000000001,0.0,0.0,-11.0,-1.0,0.0,2.0,-6.0,-4.0
848,SAC @ MIL,10.0,8.5,1.7000000000000028,-6.200000000000003,-5.0,4.0,1.0,3.0,2.0,-5.0,4.0
849,MIN vs. NYK,-10.0,-8.5,-1.7000000000000028,6.200000000000003,5.0,-4.0,-1.0,-3.0,-2.0,5.0,-4.0
850,NYK @ MIN,12.0,8.900000000000006,13.800000000000004,-19.099999999999994,-5.0,-3.0,4.0,7.0,3.0,-2.0,5.0
851,MIN vs. NYK,-12.0,-8.900000000000006,-13.800000000000004,19.099999999999994,5.0,3.0,-4.0,-7.0,-3.0,2.0,-5.0
852,GSW @ BOS,20.0,7.399999999999999,-9.0,10.900000000000006,4.0,1.0,9.0,9.0,1.0,-11.0,8.0
853,BOS vs. GSW,-20.0,-7.399999999999999,9.0,-10.900000000000006,-4.0,-1.0,-9.0,-9.0,-1.0,11.0,-8.0
854,SAC @ MIL,14.0,7.899999999999999,-6.699999999999996,-1.5,1.0,8.0,-4.0,4.0,1.0,1.0,-1.0
855,MIL vs. SAC,-14.0,-7.899999999999999,6.699999999999996,1.5,-1.0,-8.0,4.0,-4.0,-1.0,-1.0,1.0
856,NYK @ MIN,16.0,8.300000000000004,5.400000000000006,-14.399999999999991,1.0,1.0,-1.0,8.0,2.0,4.0,0.0
857,MIL vs. SAC,-16.0,-8.300000000000004,-5.400000000000006,14.399999999999991,-1.0,-1.0,1.0,-8.0,-2.0,-4.0,0.0
858,IND @ CHA,-22.0,-10.400000000000006,-6.5,5.0,2.0,2.0,-3.0,-8.0,-3.0,11.0,2.0
859,CHA vs. IND,22.0,10.400000000000006,6.5,-5.0,-2.0,-2.0,3.0,8.0,3.0,-11.0,-2.0
860,IND @ CHA,-18.0,-13.0,17.2,-7.400000000000006,3.0,-5.0,-8.0,-5.0,-2.0,5.0,6.0
861,CHI @ DET,18.0,13.0,-17.2,7.400000000000006,-3.0,5.0,8.0,5.0,2.0,-5.0,-6.0
862,ATL @ POR,-24.0,-11.299999999999997,-29.999999999999996,-6.299999999999997,1.0,-17.0,-3.0,0.0,0.0,-8.0,-4.0
863,POR vs. ATL,24.0,11.299999999999997,29.999999999999996,6.299999999999997,-1.0,17.0,3.0,0.0,0.0,8.0,4.0
864,DAL @ DEN,-5.0,6.100000000000001,-0.7999999999999972,16.700000000000003,-8.0,-2.0,-3.0,-6.0,-2.0,1.0,11.0
865,DEN vs. DAL,5.0,-6.100000000000001,0.7999999999999972,-16.700000000000003,8.0,2.0,3.0,6.0,2.0,-1.0,-11.0
866,CHI @ DET,-10.0,7.0,-19.499999999999996,-0.8999999999999915,-8.0,8.0,-1.0,-7.0,-2.0,-1.0,0.0
867,DEN vs. DAL,10.0,-7.0,19.499999999999996,0.8999999999999915,8.0,-8.0,1.0,7.0,2.0,1.0,0.0
868,GSW @ IND,2.0,2.1000000000000014,31.2,-28.799999999999997,1.0,0.0,8.0,-1.0,-1.0,2.0,1.0
